time,open,high,low,close,volume,amount,vol_norm,amo_norm,vol_buy,amo_buy,vol_sell,amo_sell
 15:00:00,25.3,25.3,25.3,25.3,8986.0,22734580.0,0.0,0.0,0.0,0.0,8986.0,22734580.0
 14:55:00,25.33,25.33,25.24,25.3,11396.0,28820140.0,983.0,2488848.0,2573.0,6509683.0,7840.0,19821609.0
 14:50:00,25.33,25.39,25.32,25.34,15064.0,38184499.0,231.0,585695.0,8435.0,21382126.0,6398.0,16216678.0
 14:45:00,25.34,25.36,25.25,25.32,8643.0,21884562.0,93.0,235484.0,3277.0,8298202.0,5273.0,13350876.0
 14:40:00,25.42,25.45,25.3,25.34,11730.0,29776898.0,300.0,761414.0,3969.0,10083638.0,7461.0,18931846.0
 14:35:00,25.26,25.42,25.26,25.41,17286.0,43827927.0,218.0,551883.0,7637.0,19382107.0,9431.0,23893937.0
 14:30:00,25.36,25.37,25.2,25.27,6368.0,16108558.0,562.0,1421525.0,2010.0,5081364.0,3796.0,9605669.0
 14:25:00,25.39,25.39,25.3,25.36,8450.0,21421137.0,427.0,1082829.0,2141.0,5429620.0,5882.0,14908688.0
 14:20:00,25.41,25.41,25.38,25.39,4365.0,11086812.0,40.0,101599.0,2138.0,5430124.0,2187.0,5555089.0
 14:15:00,25.44,25.44,25.38,25.4,6483.0,16476398.0,411.0,1045038.0,2732.0,6944941.0,3340.0,8486419.0
 14:10:00,25.28,25.5,25.28,25.45,20449.0,51970577.0,530.0,1348986.0,12475.0,31705164.0,7444.0,18916427.0
 14:05:00,25.28,25.31,25.25,25.3,19301.0,48805989.0,735.0,1858074.0,8670.0,21930034.0,9896.0,25017881.0
 14:00:00,25.14,25.29,25.14,25.25,11269.0,28402817.0,60.0,151409.0,6303.0,15890583.0,4906.0,12360825.0
 13:55:00,25.18,25.2,25.09,25.15,9142.0,22996403.0,52.0,130661.0,4209.0,10592088.0,4881.0,12273654.0
 13:50:00,25.12,25.24,25.1,25.18,12802.0,32225815.0,138.0,346681.0,6360.0,16004722.0,6304.0,15874412.0
 13:45:00,25.13,25.21,25.02,25.1,12387.0,31154245.0,421.0,1058303.0,6363.0,16011053.0,5603.0,14084889.0
 13:40:00,25.0,25.13,24.97,25.13,10133.0,25364176.0,329.0,824966.0,7010.0,17551525.0,2794.0,6987685.0
 13:35:00,24.98,25.04,24.93,25.0,8626.0,21561371.0,187.0,467233.0,2052.0,5128086.0,6387.0,15966052.0
 13:30:00,25.01,25.01,24.89,24.98,16482.0,41088679.0,704.0,1756098.0,5397.0,13463531.0,10381.0,25869050.0
 13:25:00,25.06,25.1,25.0,25.01,9307.0,23320818.0,577.0,1444347.0,3280.0,8226666.0,5450.0,13649805.0
 13:20:00,25.19,25.23,25.05,25.05,7611.0,19170464.0,56.0,140968.0,2553.0,6434833.0,5002.0,12594663.0
 13:15:00,25.08,25.25,25.08,25.2,6149.0,15492081.0,61.0,153628.0,3192.0,8045683.0,2896.0,7292770.0
 13:10:00,25.31,25.32,25.02,25.08,6206.0,15646413.0,79.0,199724.0,2850.0,7194901.0,3277.0,8251788.0
 13:05:00,25.25,25.32,25.25,25.32,4168.0,10541188.0,137.0,348917.0,2121.0,5365346.0,1910.0,4826925.0
 13:00:00,25.3,25.3,25.21,25.25,4678.0,11826149.0,50.0,126328.0,1154.0,2915472.0,3474.0,8784349.0
 11:30:00,25.31,25.31,25.31,25.31,304.0,769424.0,0.0,0.0,304.0,769424.0,0.0,0.0
 11:25:00,25.28,25.35,25.27,25.3,8925.0,22596939.0,18.0,45582.0,3724.0,9430224.0,5183.0,13121133.0
 11:20:00,25.28,25.3,25.27,25.28,7773.0,19656886.0,153.0,386784.0,4857.0,12285869.0,2763.0,6984233.0
 11:15:00,25.28,25.29,25.23,25.28,4213.0,10643882.0,62.0,156632.0,2152.0,5437561.0,1999.0,5049689.0
 11:10:00,25.24,25.29,25.23,25.28,6345.0,16040910.0,75.0,189585.0,4676.0,11822682.0,1594.0,4028643.0
 11:05:00,25.28,25.28,25.2,25.24,4192.0,10578459.0,45.0,113598.0,1184.0,2988028.0,2963.0,7476833.0
 11:00:00,25.18,25.3,25.18,25.28,6066.0,15323471.0,43.0,108788.0,3831.0,9678330.0,2192.0,5536353.0
 10:55:00,25.12,25.19,25.12,25.18,3918.0,9858359.0,99.0,249067.0,1883.0,4738124.0,1936.0,4871168.0
 10:50:00,25.21,25.25,25.12,25.12,5096.0,12848909.0,167.0,420894.0,2327.0,5872306.0,2602.0,6555709.0
 10:45:00,25.18,25.21,25.1,25.21,6147.0,15462597.0,62.0,155890.0,3232.0,8131801.0,2853.0,7174906.0
 10:40:00,25.12,25.29,25.11,25.18,9112.0,22991768.0,284.0,717436.0,4552.0,11481297.0,4276.0,10793035.0
 10:35:00,25.16,25.2,25.08,25.12,8700.0,21889957.0,272.0,684207.0,4753.0,11961339.0,3675.0,9244411.0
 10:30:00,25.0,25.16,24.89,25.16,21763.0,54328601.0,1862.0,4643885.0,12914.0,32246102.0,6987.0,17438614.0
 10:25:00,25.3,25.3,25.0,25.0,27181.0,68255970.0,1757.0,4412256.0,9801.0,24619900.0,15623.0,39223814.0
 10:20:00,25.35,25.36,25.27,25.3,12329.0,31218189.0,730.0,1847328.0,5222.0,13224945.0,6377.0,16145916.0
 10:15:00,25.39,25.4,25.31,25.36,18719.0,47465068.0,290.0,735546.0,12169.0,30860231.0,6260.0,15869291.0
 10:10:00,25.29,25.4,25.22,25.38,17156.0,43469080.0,320.0,809905.0,11033.0,27965207.0,5803.0,14693968.0
 10:05:00,25.37,25.39,25.2,25.28,15337.0,38803683.0,684.0,1730313.0,5444.0,13785578.0,9209.0,23287792.0
 10:00:00,25.4,25.42,25.31,25.36,11199.0,28409209.0,555.0,1408285.0,4825.0,12247145.0,5819.0,14753779.0
 09:55:00,25.4,25.46,25.3,25.39,16706.0,42422915.0,348.0,882769.0,5967.0,15161929.0,10391.0,26378217.0
 09:50:00,25.43,25.54,25.4,25.4,39050.0,99582883.0,1217.0,3097456.0,28922.0,73786971.0,8911.0,22698456.0
 09:45:00,25.46,25.51,25.38,25.42,29716.0,75624124.0,339.0,862819.0,19445.0,49495363.0,9932.0,25265942.0
 09:40:00,25.11,25.47,25.11,25.46,51114.0,129424722.0,1673.0,4228635.0,33236.0,84157398.0,16205.0,41038689.0
 09:35:00,25.3,25.42,25.01,25.13,57172.0,143969394.0,3760.0,9493439.0,23669.0,59601974.0,29743.0,74873981.0
 09:30:00,25.64,25.78,25.22,25.3,146145.0,373316313.0,4073.0,10422304.0,59510.0,152199636.0,82562.0,210694373.0
 09:25:00,25.58,25.58,25.58,25.58,28904.0,73936432.0,14452.0,36968216.0,0.0,0.0,0.0,0.0
